Algorithm:		Bubble Sort         Merge Sort
1346295539	413860011	413860011
-36652842	414101695	414101695
676411084	414131562	414131562
-112591957	414796675	414796675
583729892	415116655	415116655
354004144	415173354	415173354
-1401519401	415572717	415572717
1115195381	415597918	415597918
2051152672	415918812	415918812
-1846769531	415925822	415925822
400443462	416075490	416075490
-1621901603	416078483	416078483
108348201	416563199	416563199
-425524261	416996381	416996381
971284780	417270552	417270552
-2132366933	417556654	417556654
-813865203	417708255	417708255
1528839025	418319443	418319443
-1228643421	418481537	418481537
423820751	420312423	420312423
-947990553	420541882	420541882
909477232	421105847	421105847
-165923860	421193538	421193538
1772498489	421913819	421913819
-277676884	421965055	421965055
-1929128736	423043496	423043496
900732123	423664302	423664302
-87179800	423794210	423794210
229688099	423820751	423820751
810246237	423977570	423977570
-368502159	424427046	424427046
1655023553	424953134	424953134
-639173323	425059130	425059130
1350729738	426732031	426732031
1552622282	426993578	426993578
1104474017	427765583	427765583
1388201574	428097080	428097080
1906833092	428946298	428946298
-38618823	429157199	429157199
2136584373	429253718	429253718
1637518755	429261455	429261455
1716787866	430201424	430201424
-1733589071	430678874	430678874
-1448657656	431004774	431004774
-1187152067	431414940	431414940
969904253	432147207	432147207
-1919813018	433410091	433410091
-791797155	434320015	434320015
-124318923	434697170	434697170
439193395	434831075	434831075
1740175795	435082115	435082115
1029646398	435584142	435584142
203525050	436099407	436099407
-1865228911	437505166	437505166
-1485382082	437829637	437829637
-919102635	438317281	438317281
-772059153	438376007	438376007
951189481	438735457	438735457
-376765607	438737370	438737370
-1820952071	439107802	439107802
1875349232	439193395	439193395
-384284480	439251840	439251840
-614491221	440266426	440266426
1690261003	441916507	441916507
561841942	441988770	441988770
829341892	442485056	442485056
-1451119601	442946379	442946379
-2048327677	443500667	443500667
-1645687430	443580403	443580403
1896684028	443740808	443740808
-152874821	443910478	443910478
-2038214843	445060690	445060690
1427116472	445283045	445283045
-1385422271	445502586	445502586
2115678372	446321609	446321609
-1954505799	447708965	447708965
-1643914764	447817701	447817701
468216044	449701052	449701052
1947353889	450306150	450306150
503626906	450584492	450584492
-2124023006	450639567	450639567
-1440937008	450723585	450723585
-1278915634	450972835	450972835
270835852	451393377	451393377
-871444095	451676411	451676411
1676271466	451762610	451762610
-554848078	451802308	451802308
914281204	451907156	451907156
-566788761	452454405	452454405
-1749588393	453432138	453432138
-1774809436	454342287	454342287
1262912132	454514180	454514180
-1484478396	454522665	454522665
-339850235	455395030	455395030
-153538583	455637262	455637262
115334420	455732181	455732181
462034400	455866078	455866078
289363629	457481347	457481347
-775927518	457561773	457561773
482727096	458616024	458616024
1428129255	460288587	460288587
1878262912	461637982	461637982
-609771420	462034400	462034400
1985913358	462358241	462358241
-1922848345	462587718	462587718
-2083567584	462747504	462747504
342655656	463103551	463103551
1776654295	463113795	463113795
-170773993	463254123	463254123
-324462511	463561629	463561629
673557349	463849916	463849916
1323703240	464149398	464149398
-1482802662	464667589	464667589
-2115582224	465193026	465193026
-857767301	465788343	465788343
1294784674	465936972	465936972
-170749691	466217074	466217074
1994216227	466861647	466861647
1984156755	468216044	468216044
-2083422848	468491924	468491924
130918750	468571239	468571239
-1899353391	468897345	468897345
-482187197	468899377	468899377
759996015	469733621	469733621
1053241318	470374950	470374950
202510164	470638069	470638069
1799493942	471967968	471967968
-2001565117	473072683	473072683
1466535642	473337833	473337833
-448982675	473656818	473656818
-826780533	473988526	473988526
2019895720	474132054	474132054
-932585100	474148006	474148006
-2044602248	474452863	474452863
343876414	474577431	474577431
-1323549833	476677594	476677594
-1532159048	476695616	476695616
471967968	477056380	477056380
2015371589	477215128	477215128
1380221514	477532207	477532207
1529965164	477672459	477672459
-193339948	479197387	479197387
265094972	479538279	479538279
-139741358	479584362	479584362
1826557799	480007797	480007797
-1832465862	480669304	480669304
-249255357	481991381	481991381
-42445209	482258648	482258648
2027175438	482289362	482289362
-685820700	482727096	482727096
-1267886554	483104168	483104168
1472829280	483224421	483224421
1995684891	483406223	483406223
1039066113	483588761	483588761
618505663	484134059	484134059
676145316	484153698	484153698
1186351776	484659392	484659392
455732181	484766821	484766821
874003864	485788164	485788164
450723585	486453974	486453974
-910484661	486715626	486715626
-975588180	488378378	488378378
1300434132	488496607	488496607
-1877684549	489773050	489773050
110351851	489975901	489975901
1134554123	490981498	490981498
1974171726	491343689	491343689
384696808	492789941	492789941
2098000435	493095097	493095097
-455420631	493447838	493447838
687150082	495056145	495056145
-1639038982	495731402	495731402
570124732	496093949	496093949
-589714275	496336517	496336517
1030475436	496839623	496839623
-504964451	498455494	498455494
-509278640	499928118	499928118
-1656286377	500298262	500298262
-1675971666	501099732	501099732
-1131891773	501323083	501323083
224972901	501379319	501379319
869971156	501533166	501533166
284321590	502509096	502509096
1778348284	502808155	502808155
2141282790	502862052	502862052
750951565	502990801	502990801
-1286029153	503626906	503626906
488378378	503672166	503672166
1343430969	503867811	503867811
1313337008	504968749	504968749
657270552	505059467	505059467
956018868	505060127	505060127
-1210800003	505219868	505219868
-1707476974	505413585	505413585
-1264348029	506318587	506318587
-1609521190	506548970	506548970
-843064045	506822489	506822489
1256573283	507090053	507090053
-1626185058	507262857	507262857
-448712759	508019214	508019214
1751022432	509103944	509103944
1527763362	509189793	509189793
1173177960	509840408	509840408
1288718800	510225939	510225939
137173712	511165361	511165361
-1513608237	512051903	512051903
703208893	512241365	512241365
-654662381	512649796	512649796
-784601571	513578739	513578739
-750152721	513913633	513913633
-2131594429	514198146	514198146
-1837457762	515569359	515569359
1843708880	515580077	515580077
1453209372	517614279	517614279
1347345545	517886665	517886665
-1530679619	518051434	518051434
432147207	518444078	518444078
1673843486	518898364	518898364
732403308	519410871	519410871
569825162	519669658	519669658
-192225159	520237608	520237608
1657002252	521734595	521734595
2068317117	522218077	522218077
-2003375930	524386128	524386128
1144285111	525290175	525290175
1354729286	525683610	525683610
852029984	525803404	525803404
-1105416980	525908710	525908710
754513076	525927393	525927393
1208168102	526219660	526219660
-182466250	527344687	527344687
-1158130813	527425204	527425204
283756935	527803203	527803203
171775733	528273653	528273653
-229701634	528344108	528344108
-812733261	528560569	528560569
-1212650386	528874939	528874939
-1741703520	529494572	529494572
668382328	529509327	529509327
999688731	530456782	530456782
1320213014	530587336	530587336
1192374698	531012378	531012378
-842423925	531362446	531362446
-484452127	531948074	531948074
-2136074215	532092193	532092193
956650468	532300592	532300592
2035724071	532577935	532577935
-1411823350	533103883	533103883
1516694471	533206224	533206224
-224298404	533292124	533292124
417556654	533642311	533642311
2061407755	534405173	534405173
1896397096	534581716	534581716
-17489902	535287107	535287107
1204266383	535309498	535309498
-1121860449	535417857	535417857
468897345	535696544	535696544
613614065	536241848	536241848
1452281908	536883234	536883234
-1021384230	536902460	536902460
1455726230	537209253	537209253
-993391107	537645552	537645552
-1297631458	537750452	537750452
1101352829	538638157	538638157
-1558859024	539823267	539823267
957387208	540161051	540161051
1671892045	540455526	540455526
-836892276	540468331	540468331
-1722396320	540545075	540545075
-1253090262	541771892	541771892
260634340	541784714	541784714
-768749282	542257583	542257583
-1564204669	542353178	542353178
-1487878608	542592287	542592287
938269453	542884396	542884396
-233228173	543630688	543630688
-212971258	543818820	543818820
929224532	543877696	543877696
597081114	544051221	544051221
1211075659	544477890	544477890
1845034092	544928806	544928806
1669003502	545537135	545537135
-2033394452	545928734	545928734
-957221259	546310778	546310778
-788013042	546396628	546396628
-803410710	547113717	547113717
2101641880	547645892	547645892
15840677	547916649	547916649
-986409629	547945410	547945410
1882061755	548444805	548444805
-1354384058	548613331	548613331
163151498	549245578	549245578
615833729	549289597	549289597
1509461391	549360320	549360320
-1815585955	549362010	549362010
-71083488	549437923	549437923
-1206267421	550142369	550142369
-1020026172	550193574	550193574
415918812	551016436	551016436
1572705602	551115260	551115260
2019082348	551453105	551453105
589619098	551886210	551886210
-1539117814	552013122	552013122
1786156418	552104036	552104036
450584492	553138607	553138607
-936698071	554616896	554616896
1360633938	554739152	554739152
2079369020	555100503	555100503
-964397471	555670028	555670028
-529874540	556544218	556544218
-1632172953	556710413	556710413
949754089	556763319	556763319
-1821705921	556915038	556915038
-1691080322	557243406	557243406
-45220689	557649123	557649123
-490260560	557680861	557680861
719687155	557989824	557989824
-447734596	559370236	559370236
-684542755	559504558	559504558
1664680258	561432230	561432230
245152357	561614432	561614432
-1931150260	561841942	561841942
-156718112	562370188	562370188
-2115723546	562920861	562920861
-872790979	563787325	563787325
-1117583482	563903663	563903663
-1714681605	564871366	564871366
-1208943150	565479545	565479545
-2119138135	565482069	565482069
-1609228655	565741867	565741867
-1176985804	566116686	566116686
774969533	566347601	566347601
2004661340	566717046	566717046
366393367	567308943	567308943
844317426	567412034	567412034
-1210136911	568661149	568661149
955479001	569140405	569140405
2034695740	569271318	569271318
-1514121759	569686397	569686397
-466410715	569825162	569825162
1263997936	570124732	570124732
-505657653	570205958	570205958
1927064857	570881567	570881567
-409672886	571166495	571166495
-1737792887	571528648	571528648
-1497736526	572197375	572197375
1694250366	572714922	572714922
-3789659	573161553	573161553
1832058784	573308361	573308361
-949927760	573521683	573521683
1183054441	576280664	576280664
-889143075	576606048	576606048
532577935	577169195	577169195
1064402764	577186881	577186881
1135309447	577868956	577868956
-1719102762	577894437	577894437
1123407763	578112970	578112970
756943368	578888104	578888104
1745565441	579158473	579158473
690624766	580776118	580776118
-1228345976	582274558	582274558
-1766634026	582384469	582384469
557680861	582637872	582637872
731574501	583240384	583240384
-692311049	583729892	583729892
-1239543605	584244327	584244327
-432584541	584348854	584348854
-116873197	585046180	585046180
-997031598	585381918	585381918
684988690	585449056	585449056
608584771	586622282	586622282
2022358549	587038399	587038399
287717757	587182632	587182632
-1842622686	587184019	587184019
-1173618891	587398901	587398901
-2048248871	587781617	587781617
1452702864	588362923	588362923
-179351757	589619098	589619098
1419401442	590329383	590329383
1887583291	590513752	590513752
1023899099	590557883	590557883
-842359315	590744771	590744771
1430893890	590847518	590847518
-282926625	590920953	590920953
-1433442518	591816834	591816834
830207075	591843911	591843911
-969503803	593191469	593191469
2048374336	593358115	593358115
-674550711	594074535	594074535
-1213704385	594086097	594086097
-1177649033	595104190	595104190
604102153	595164093	595164093
-1053232438	595957965	595957965
-1637487299	596845961	596845961
229862238	596951067	596951067
357961379	597081114	597081114
169880069	597962021	597962021
-2068789028	599711511	599711511
1555886630	601625064	601625064
-498839282	601760436	601760436
1018818399	601802480	601802480
-745137837	601925026	601925026
1296537599	602178192	602178192
1222155764	602183460	602183460
1153268431	602446485	602446485
-1758660926	602548853	602548853
-762681402	602873762	602873762
176203515	603352716	603352716
-1314369634	603408047	603408047
2144550313	603835124	603835124
1201314914	604102153	604102153
-1441504934	604136490	604136490
1699886445	604900516	604900516
815279517	605332412	605332412
56028016	605676981	605676981
-750508625	605717643	605717643
-1109836420	605915726	605915726
-131743944	606103780	606103780
-1947576798	606168992	606168992
455637262	606429121	606429121
2012370984	607286026	607286026
-518724271	607746865	607746865
1899013220	608584771	608584771
